date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:07:52	78196/78196	---M--	200	added ('OK')	text/html	date:Tue,%2021%20Mar%202023%2016:44:42%20GMT	https://tnsolutions.ca/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	C:/Users/USER/Desktop/tnsolutions.ca/tnsolutions.ca/tnsolutions.ca/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-901.html	(from https://tnsolutions.ca/wp-content/cache/min/1/7de9169436c57713a0c9a2bd0b54a6f2.css)
18:07:52	101652/101652	---M--	200	added ('OK')	text/html	date:Tue,%2021%20Mar%202023%2016:44:42%20GMT	https://tnsolutions.ca/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	C:/Users/USER/Desktop/tnsolutions.ca/tnsolutions.ca/tnsolutions.ca/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-902.html	(from https://tnsolutions.ca/wp-content/cache/min/1/7de9169436c57713a0c9a2bd0b54a6f2.css)
18:07:52	202744/202744	---M--	200	added ('OK')	text/html	date:Tue,%2021%20Mar%202023%2016:44:42%20GMT	https://tnsolutions.ca/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	C:/Users/USER/Desktop/tnsolutions.ca/tnsolutions.ca/tnsolutions.ca/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-903.html	(from https://tnsolutions.ca/wp-content/cache/min/1/7de9169436c57713a0c9a2bd0b54a6f2.css)
18:07:53	918991/918991	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2021%20Mar%202023%2016:44:42%20GMT	https://tnsolutions.ca/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	C:/Users/USER/Desktop/tnsolutions.ca/tnsolutions.ca/tnsolutions.ca/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	(from https://tnsolutions.ca/wp-content/cache/min/1/7de9169436c57713a0c9a2bd0b54a6f2.css)
18:07:53	234197/234197	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Nov%202022%2013:17:52%20GMT	https://tnsolutions.ca/wp-content/uploads/2022/11/RM1.jpg	C:/Users/USER/Desktop/tnsolutions.ca/tnsolutions.ca/tnsolutions.ca/wp-content/uploads/2022/11/RM1.jpg	(from https://tnsolutions.ca/wp-content/cache/min/1/7de9169436c57713a0c9a2bd0b54a6f2.css)
18:07:53	83/83	---M--	409	error ('Conflict')	text/html	date:Thu,%2003%20Aug%202023%2022:07:53%20GMT	https://tnsolutions.ca/xmlrpc.php?rsd	C:/Users/USER/Desktop/tnsolutions.ca/tnsolutions.ca/tnsolutions.ca/xmlrpc0db0.html	(from https://tnsolutions.ca/)
18:07:54	777992/777992	---M--	200	added ('OK')	text/css	date:Tue,%2006%20Jun%202023%2000:17:23%20GMT	https://tnsolutions.ca/wp-content/cache/min/1/c0a957da8e5e59b5585067674fbdf1a1.css	C:/Users/USER/Desktop/tnsolutions.ca/tnsolutions.ca/tnsolutions.ca/wp-content/cache/min/1/c0a957da8e5e59b5585067674fbdf1a1.css	(from https://tnsolutions.ca/solutions/)
18:07:56	85034/85034	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2003%20Aug%202023%2022:07:55%20GMT	https://tnsolutions.ca/Trident/	C:/Users/USER/Desktop/tnsolutions.ca/tnsolutions.ca/tnsolutions.ca/Trident/index.html	(from https://tnsolutions.ca/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.11.5)
18:07:56	16306/16306	---M--	200	added ('OK')	application/json	date:Thu,%2003%20Aug%202023%2022:07:56%20GMT	https://tnsolutions.ca/wp-json/wp/v2/pages/308	C:/Users/USER/Desktop/tnsolutions.ca/tnsolutions.ca/tnsolutions.ca/wp-json/wp/v2/pages/308.json	(from https://tnsolutions.ca/solutions/)
18:07:58	2407/2407	---M--	200	added ('OK')	application/json	date:Thu,%2003%20Aug%202023%2022:07:58%20GMT	https://tnsolutions.ca/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftnsolutions.ca%2Fsolutions%2F	C:/Users/USER/Desktop/tnsolutions.ca/tnsolutions.ca/tnsolutions.ca/wp-json/oembed/1.0/embed6634.json	(from https://tnsolutions.ca/solutions/)
18:07:58	241/241	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2003%20Aug%202023%2022:07:58%20GMT	https://tnsolutions.ca/?p=308	C:/Users/USER/Desktop/tnsolutions.ca/tnsolutions.ca/tnsolutions.ca/indexf454.html	(from https://tnsolutions.ca/solutions/)
18:08:00	2476/2476	---M--	200	added ('OK')	text/xml	date:Thu,%2003%20Aug%202023%2022:08:00%20GMT	https://tnsolutions.ca/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftnsolutions.ca%2Fsolutions%2F&format=xml	C:/Users/USER/Desktop/tnsolutions.ca/tnsolutions.ca/tnsolutions.ca/wp-json/oembed/1.0/embed86c7	(from https://tnsolutions.ca/solutions/)
18:08:00	13366/13366	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20Mar%202023%2012:51:45%20GMT	https://tnsolutions.ca/wp-content/uploads/2023/03/Convenience-Icons.jpg	C:/Users/USER/Desktop/tnsolutions.ca/tnsolutions.ca/tnsolutions.ca/wp-content/uploads/2023/03/Convenience-Icons.jpg	(from https://tnsolutions.ca/solutions/)
18:08:00	13494/13494	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20Mar%202023%2012:52:06%20GMT	https://tnsolutions.ca/wp-content/uploads/2023/03/Visibility-Icons.jpg	C:/Users/USER/Desktop/tnsolutions.ca/tnsolutions.ca/tnsolutions.ca/wp-content/uploads/2023/03/Visibility-Icons.jpg	(from https://tnsolutions.ca/solutions/)
18:08:01	14964/14964	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20Mar%202023%2012:52:22%20GMT	https://tnsolutions.ca/wp-content/uploads/2023/03/Security-icons.jpg	C:/Users/USER/Desktop/tnsolutions.ca/tnsolutions.ca/tnsolutions.ca/wp-content/uploads/2023/03/Security-icons.jpg	(from https://tnsolutions.ca/solutions/)
18:08:01	766588/766588	---M--	200	added ('OK')	text/css	date:Tue,%2006%20Jun%202023%2000:17:23%20GMT	https://tnsolutions.ca/wp-content/cache/min/1/e0daf5594013a8bcffb453ff1cd30c59.css	C:/Users/USER/Desktop/tnsolutions.ca/tnsolutions.ca/tnsolutions.ca/wp-content/cache/min/1/e0daf5594013a8bcffb453ff1cd30c59.css	(from https://tnsolutions.ca/about-us/)
18:08:03	9223/9223	---M--	200	added ('OK')	application/json	date:Thu,%2003%20Aug%202023%2022:08:03%20GMT	https://tnsolutions.ca/wp-json/wp/v2/pages/92	C:/Users/USER/Desktop/tnsolutions.ca/tnsolutions.ca/tnsolutions.ca/wp-json/wp/v2/pages/92.json	(from https://tnsolutions.ca/about-us/)
18:08:04	240/240	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2003%20Aug%202023%2022:08:04%20GMT	https://tnsolutions.ca/?p=92	C:/Users/USER/Desktop/tnsolutions.ca/tnsolutions.ca/tnsolutions.ca/index8e15.html	(from https://tnsolutions.ca/about-us/)
18:08:05	2402/2402	---M--	200	added ('OK')	application/json	date:Thu,%2003%20Aug%202023%2022:08:04%20GMT	https://tnsolutions.ca/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftnsolutions.ca%2Fabout-us%2F	C:/Users/USER/Desktop/tnsolutions.ca/tnsolutions.ca/tnsolutions.ca/wp-json/oembed/1.0/embed4055.json	(from https://tnsolutions.ca/about-us/)
18:08:06	2471/2471	---M--	200	added ('OK')	text/xml	date:Thu,%2003%20Aug%202023%2022:08:06%20GMT	https://tnsolutions.ca/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftnsolutions.ca%2Fabout-us%2F&format=xml	C:/Users/USER/Desktop/tnsolutions.ca/tnsolutions.ca/tnsolutions.ca/wp-json/oembed/1.0/embed42c2	(from https://tnsolutions.ca/about-us/)
18:08:07	767764/767764	---M--	200	added ('OK')	text/css	date:Tue,%2006%20Jun%202023%2000:17:20%20GMT	https://tnsolutions.ca/wp-content/cache/min/1/896289386c311b7d90d7ff8b203cc4f4.css	C:/Users/USER/Desktop/tnsolutions.ca/tnsolutions.ca/tnsolutions.ca/wp-content/cache/min/1/896289386c311b7d90d7ff8b203cc4f4.css	(from https://tnsolutions.ca/faq/)
18:08:10	14108/14108	---M--	200	added ('OK')	application/json	date:Thu,%2003%20Aug%202023%2022:08:10%20GMT	https://tnsolutions.ca/wp-json/wp/v2/pages/131	C:/Users/USER/Desktop/tnsolutions.ca/tnsolutions.ca/tnsolutions.ca/wp-json/wp/v2/pages/131.json	(from https://tnsolutions.ca/faq/)
18:08:12	2377/2377	---M--	200	added ('OK')	application/json	date:Thu,%2003%20Aug%202023%2022:08:12%20GMT	https://tnsolutions.ca/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftnsolutions.ca%2Ffaq%2F	C:/Users/USER/Desktop/tnsolutions.ca/tnsolutions.ca/tnsolutions.ca/wp-json/oembed/1.0/embedea0f.json	(from https://tnsolutions.ca/faq/)
18:08:12	235/235	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2003%20Aug%202023%2022:08:12%20GMT	https://tnsolutions.ca/?p=131	C:/Users/USER/Desktop/tnsolutions.ca/tnsolutions.ca/tnsolutions.ca/indexd52d.html	(from https://tnsolutions.ca/faq/)
18:08:14	2446/2446	---M--	200	added ('OK')	text/xml	date:Thu,%2003%20Aug%202023%2022:08:13%20GMT	https://tnsolutions.ca/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftnsolutions.ca%2Ffaq%2F&format=xml	C:/Users/USER/Desktop/tnsolutions.ca/tnsolutions.ca/tnsolutions.ca/wp-json/oembed/1.0/embedff18	(from https://tnsolutions.ca/faq/)
18:08:14	1000779/1000779	---M--	200	added ('OK')	text/css	date:Tue,%2006%20Jun%202023%2000:17:20%20GMT	https://tnsolutions.ca/wp-content/cache/min/1/b846175ac11a5d44fa2a4eea8a45b680.css	C:/Users/USER/Desktop/tnsolutions.ca/tnsolutions.ca/tnsolutions.ca/wp-content/cache/min/1/b846175ac11a5d44fa2a4eea8a45b680.css	(from https://tnsolutions.ca/contact-us/)
18:08:16	38486/38486	---M--	200	added ('OK')	application/json	date:Thu,%2003%20Aug%202023%2022:08:16%20GMT	https://tnsolutions.ca/wp-json/wp/v2/pages/101	C:/Users/USER/Desktop/tnsolutions.ca/tnsolutions.ca/tnsolutions.ca/wp-json/wp/v2/pages/101.json	(from https://tnsolutions.ca/contact-us/)
18:08:17	242/242	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2003%20Aug%202023%2022:08:17%20GMT	https://tnsolutions.ca/?p=101	C:/Users/USER/Desktop/tnsolutions.ca/tnsolutions.ca/tnsolutions.ca/index198a.html	(from https://tnsolutions.ca/contact-us/)
18:08:18	2412/2412	---M--	200	added ('OK')	application/json	date:Thu,%2003%20Aug%202023%2022:08:18%20GMT	https://tnsolutions.ca/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftnsolutions.ca%2Fcontact-us%2F	C:/Users/USER/Desktop/tnsolutions.ca/tnsolutions.ca/tnsolutions.ca/wp-json/oembed/1.0/embed95cd.json	(from https://tnsolutions.ca/contact-us/)
18:08:19	2481/2481	---M--	200	added ('OK')	text/xml	date:Thu,%2003%20Aug%202023%2022:08:19%20GMT	https://tnsolutions.ca/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftnsolutions.ca%2Fcontact-us%2F&format=xml	C:/Users/USER/Desktop/tnsolutions.ca/tnsolutions.ca/tnsolutions.ca/wp-json/oembed/1.0/embedc122	(from https://tnsolutions.ca/contact-us/)
18:08:19	1263/1263	---M--	200	added ('OK')	application/x-javascript	date:Thu,%2023%20Mar%202023%2009:46:32%20GMT	https://tnsolutions.ca/wp-content/cache/min/1/wp-content/plugins/metform/public/assets/js/htm.js?ver=1679564792	C:/Users/USER/Desktop/tnsolutions.ca/tnsolutions.ca/tnsolutions.ca/wp-content/cache/min/1/wp-content/plugins/metform/public/assets/js/htm5aa7.js	(from https://tnsolutions.ca/contact-us/)
18:08:19	8171/8171	---M--	200	added ('OK')	application/x-javascript	date:Wed,%2012%20Apr%202023%2001:39:21%20GMT	https://tnsolutions.ca/wp-includes/js/dist/vendor/wp-polyfill-inert.min.js?ver=3.1.2	C:/Users/USER/Desktop/tnsolutions.ca/tnsolutions.ca/tnsolutions.ca/wp-includes/js/dist/vendor/wp-polyfill-inert.min0226.js	(from https://tnsolutions.ca/contact-us/)
18:08:19	6607/6607	---M--	200	added ('OK')	application/x-javascript	date:Wed,%2012%20Apr%202023%2001:39:21%20GMT	https://tnsolutions.ca/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.13.11	C:/Users/USER/Desktop/tnsolutions.ca/tnsolutions.ca/tnsolutions.ca/wp-includes/js/dist/vendor/regenerator-runtime.min8fa4.js	(from https://tnsolutions.ca/contact-us/)
18:08:19	17823/17823	---M--	200	added ('OK')	application/x-javascript	date:Sun,%2006%20Nov%202022%2021:17:03%20GMT	https://tnsolutions.ca/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	C:/Users/USER/Desktop/tnsolutions.ca/tnsolutions.ca/tnsolutions.ca/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://tnsolutions.ca/contact-us/)
18:08:20	10609/10609	---M--	200	added ('OK')	application/x-javascript	date:Wed,%2012%20Apr%202023%2001:39:21%20GMT	https://tnsolutions.ca/wp-includes/js/dist/vendor/react.min.js?ver=18.2.0	C:/Users/USER/Desktop/tnsolutions.ca/tnsolutions.ca/tnsolutions.ca/wp-includes/js/dist/vendor/react.min7a3b.js	(from https://tnsolutions.ca/contact-us/)
18:08:20	129393/129393	---M--	200	added ('OK')	application/x-javascript	date:Wed,%2012%20Apr%202023%2001:39:21%20GMT	https://tnsolutions.ca/wp-includes/js/dist/vendor/react-dom.min.js?ver=18.2.0	C:/Users/USER/Desktop/tnsolutions.ca/tnsolutions.ca/tnsolutions.ca/wp-includes/js/dist/vendor/react-dom.min7a3b.js	(from https://tnsolutions.ca/contact-us/)
18:08:20	1139/1139	---M--	200	added ('OK')	application/x-javascript	date:Sat,%2017%20Sep%202022%2006:30:47%20GMT	https://tnsolutions.ca/wp-includes/js/dist/escape-html.min.js?ver=03e27a7b6ae14f7afaa6	C:/Users/USER/Desktop/tnsolutions.ca/tnsolutions.ca/tnsolutions.ca/wp-includes/js/dist/escape-html.min0311.js	(from https://tnsolutions.ca/contact-us/)
18:08:20	12932/12932	---M--	200	added ('OK')	application/x-javascript	date:Wed,%2012%20Apr%202023%2001:39:22%20GMT	https://tnsolutions.ca/wp-includes/js/dist/element.min.js?ver=b3bda690cfc516378771	C:/Users/USER/Desktop/tnsolutions.ca/tnsolutions.ca/tnsolutions.ca/wp-includes/js/dist/element.mind52e.js	(from https://tnsolutions.ca/contact-us/)
18:08:21	352928/352928	---M--	200	added ('OK')	application/x-javascript	date:Thu,%2023%20Mar%202023%2009:46:32%20GMT	https://tnsolutions.ca/wp-content/cache/min/1/wp-content/plugins/metform/public/assets/js/app.js?ver=1679564792	C:/Users/USER/Desktop/tnsolutions.ca/tnsolutions.ca/tnsolutions.ca/wp-content/cache/min/1/wp-content/plugins/metform/public/assets/js/app5aa7.js	(from https://tnsolutions.ca/contact-us/)
18:08:24	85034/85034	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2003%20Aug%202023%2022:08:24%20GMT	https://tnsolutions.ca/-negative.svg	C:/Users/USER/Desktop/tnsolutions.ca/tnsolutions.ca/tnsolutions.ca/-negative.svg	(from https://tnsolutions.ca/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.11.5)
18:08:26	83/83	---M--	409	error ('Conflict')	text/html	date:Thu,%2003%20Aug%202023%2022:08:24%20GMT	https://tnsolutions.ca/xmlrpc.php	C:/Users/USER/Desktop/tnsolutions.ca/tnsolutions.ca/tnsolutions.ca/xmlrpc.html	(from https://tnsolutions.ca/)
18:08:26	83/83	---M--	409	error ('Conflict')	text/html	date:Thu,%2003%20Aug%202023%2022:08:26%20GMT	https://tnsolutions.ca/xmlrpc.php?rsd	C:/Users/USER/Desktop/tnsolutions.ca/tnsolutions.ca/tnsolutions.ca/xmlrpc0db0.html	(from https://tnsolutions.ca/)
18:08:27	85034/85034	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2003%20Aug%202023%2022:08:26%20GMT	https://tnsolutions.ca/OPR/	C:/Users/USER/Desktop/tnsolutions.ca/tnsolutions.ca/tnsolutions.ca/OPR/index.html	(from https://tnsolutions.ca/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.11.5)
18:08:27	1108005/1108005	---M--	200	added ('OK')	text/html	date:Wed,%2008%20Mar%202023%2007:37:01%20GMT	https://tnsolutions.ca/wp-content/plugins/jeg-elementor-kit/assets/fonts/jkiticon/jkiticon.eot?bv8d8l	C:/Users/USER/Desktop/tnsolutions.ca/tnsolutions.ca/tnsolutions.ca/wp-content/plugins/jeg-elementor-kit/assets/fonts/jkiticon/jkiticon7107.html	(from https://tnsolutions.ca/wp-content/cache/min/1/c0a957da8e5e59b5585067674fbdf1a1.css)
18:08:27	401140/401140	---M-Z	200	added ('OK')	text/html	date:Wed,%2008%20Mar%202023%2007:37:01%20GMT	https://tnsolutions.ca/wp-content/plugins/jeg-elementor-kit/assets/fonts/jkiticon/jkiticon.woff2?bv8d8l	C:/Users/USER/Desktop/tnsolutions.ca/tnsolutions.ca/tnsolutions.ca/wp-content/plugins/jeg-elementor-kit/assets/fonts/jkiticon/jkiticon7107-2.html	(from https://tnsolutions.ca/wp-content/cache/min/1/c0a957da8e5e59b5585067674fbdf1a1.css)
18:08:27	507320/507320	---M--	200	added ('OK')	text/html	date:Wed,%2008%20Mar%202023%2007:37:01%20GMT	https://tnsolutions.ca/wp-content/plugins/jeg-elementor-kit/assets/fonts/jkiticon/jkiticon.woff?bv8d8l	C:/Users/USER/Desktop/tnsolutions.ca/tnsolutions.ca/tnsolutions.ca/wp-content/plugins/jeg-elementor-kit/assets/fonts/jkiticon/jkiticon7107-3.html	(from https://tnsolutions.ca/wp-content/cache/min/1/c0a957da8e5e59b5585067674fbdf1a1.css)
18:08:27	892000/892000	---M--	200	added ('OK')	text/html	date:Wed,%2008%20Mar%202023%2007:37:01%20GMT	https://tnsolutions.ca/wp-content/plugins/jeg-elementor-kit/assets/fonts/jkiticon/jkiticon.ttf?bv8d8l	C:/Users/USER/Desktop/tnsolutions.ca/tnsolutions.ca/tnsolutions.ca/wp-content/plugins/jeg-elementor-kit/assets/fonts/jkiticon/jkiticon7107-4.html	(from https://tnsolutions.ca/wp-content/cache/min/1/c0a957da8e5e59b5585067674fbdf1a1.css)
18:08:30	2733431/2733431	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2008%20Mar%202023%2007:37:01%20GMT	https://tnsolutions.ca/wp-content/plugins/jeg-elementor-kit/assets/fonts/jkiticon/jkiticon.svg?bv8d8l	C:/Users/USER/Desktop/tnsolutions.ca/tnsolutions.ca/tnsolutions.ca/wp-content/plugins/jeg-elementor-kit/assets/fonts/jkiticon/jkiticon7107.svg	(from https://tnsolutions.ca/wp-content/cache/min/1/c0a957da8e5e59b5585067674fbdf1a1.css)
18:08:32	85034/85034	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2003%20Aug%202023%2022:08:31%20GMT	https://tnsolutions.ca/contact-us/$&/	C:/Users/USER/Desktop/tnsolutions.ca/tnsolutions.ca/tnsolutions.ca/contact-us/$&/index.html	(from https://tnsolutions.ca/wp-includes/js/dist/vendor/react.min.js?ver=18.2.0)
